item_id,model_family,domain,complexity,gold_processing_level,title,off_direction,on_direction,off_direction_correct,on_direction_correct,direction_changed,off_chars,on_chars,char_change_on_minus_off,context_exclusive_token_count,context_exclusive_token_rate,context_exclusive_3gram_count,context_exclusive_3gram_rate,longest_context_exclusive_word_run,off_repetition_index,on_repetition_index,repetition_change_on_minus_off,context_exclusive_token_examples,off_output,on_output
SCB-P006,Base,교육활동,복합,담당자연계,수업 중 모욕 주장과 공개 사과 요구,추가확인,추가확인,0,0,0,416,454,38,5,0.060240963855421686,0,0.0,0,0.0,0.025316455696202556,0.025316455696202556,사안 | 사안에 | 확인해 | 주시면 | 감사하겠습니다,"1. 핵심 요약: 아이가 교사에게 반 친구들 앞에서 모욕을 당했다고 주장하며 수업 방식 변경과 사과문 게시를 요청했으나, 구체적 발언과 경위는 확인되지 않았다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 해당 수업의 구체적 경위와 모욕 발언 내용, 교사의 대응 방식  
4. 처리 계획: 우선 민원인의 요청에 따라 관리자에게 추가 확인을 요청하고, 학급 단체방에 사과문 게시 여부는 확인 후 결정한다. 개인정보 처리 시 신분을 공개하지 않도록 주의한다.  
5. 회신 초안: 민원인님, 아이가 교사에게 모욕을 당했다고 하셨습니다. 현재 해당 수업의 경위와 구체적 발언 내용이 확인되지 않았으므로, 관리자와 추가 확인을 진행하겠습니다. 확인 후 학급 단체방에 사과문 게시 여부를 안내드리겠습니다. 민원인님의 우려를 잘 이해합니다.","1. 핵심 요약: 학생이 교사에게 모욕을 당했다고 주장하며 수업 방식 변경과 사과문 게시를 요청했으나, 구체적 경위는 확인 중이며 학생이 불안해하고 있음.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 모욕 발언의 구체적 내용과 발생 경위, 교사의 대응 여부, 학생의 현재 상태  
4. 처리 계획: 우선 학교 관리자와 담임교사에게 사안 확인을 요청하고, 학생의 안정을 위해 상담 서비스 연계. 개인정보는 사전 동의 없이 공개하지 않음.  
5. 회신 초안:  
민원인 안녕하세요. 보호자님의 말씀을 전달받아, 해당 사안에 대해 신속히 조치하겠습니다. 현재 구체적 경위 확인 중이므로, 모욕 발언의 내용과 발생 경위, 교사의 대응 여부 등을 추가로 확인해 주시면 감사하겠습니다. 학생의 안정을 위해 필요한 경우 상담 서비스도 연계해 드릴 수 있습니다. 보호자님의 요청에 따라 신중하게 처리하겠습니다."
SCB-P006,Public chat SFT,교육활동,복합,담당자연계,수업 중 모욕 주장과 공개 사과 요구,추가확인,추출불가,0,0,1,406,361,-45,14,0.2,2,0.029411764705882353,3,0.24675324675324672,0.18181818181818177,-0.06493506493506496,학교폭력 | 사안 | 즉시 | 사안처리,"1. 학생이 교사에게 모욕을 당했다는 주장이 있으나, 구체적 발언과 경위는 확인되지 않았다. 학생은 다음 수업을 불안해하며, 민원인은 수업 방식 변경과 사과문 게시를 요구하고 있다.
2. 추가확인
3. 학생의 불안감, 구체적 모욕 발언, 교사의 대응 방식
4. 학교 관리자가 학생의 불안감을 확인하고, 교사와 학생의 상황을 조사하여 학급 단체방에 적절한 사과문을 게시할 예정이다. 학생의 개인정보는 보호하며, 필요한 경우 학교 심리상담사와 교사와의 면담을 통해 상황을 조사할 것이다.
5. 민원인의 요청에 대해 학교는 학생의 불안감을 확인하고, 교사와 학생의 상황을 조사하여 학급 단체방에 적절한 사과문을 게시할 예정이다. 학생의 개인정보는 보호하며, 필요한 경우 학교 심리상담사와 교사와의 면담을 통해 상황을 조사할 것이다.","1. 학생이 교사에게 모욕을 당했다는 민원으로, 구체적 발언과 경위는 확인되지 않았다. 학생은 다음 수업을 불안해하며, 민원인은 교사의 사과문을 학급 단체방에 게시해달라고 요청했다.
2. 담당자 연계
3. 학교폭력 사안 발생 시 담임교사에게 즉시 알려야 한다는 규정이 있으므로, 담임교사에게 사안을 전달하고 학교폭력 사안처리 가이드북에 따라 조치해야 한다.
4. 담임교사에게 사안을 전달하고 학교폭력 사안처리 가이드북에 따라 조치한다. 학교폭력 사안 발생 시 담임교사에게 즉시 알려야 하므로, 담임교사에게 사안을 전달하고 학교폭력 사안처리 가이드북에 따라 조치한다.
5. 담임교사에게 사안을 전달하고 학교폭력 사안처리 가이드북에 따라 조치하겠다."
SCB-P007,Base,평가·기록,단순,안내,답안 확인 일정,안내,추가확인,1,0,1,486,490,4,7,0.08139534883720931,0,0.0,0,0.0,0.0,0.0,어떻게 | 내용을 | 학생의 | 성명 | 번호 | 등으로 | 필요한,"1. 핵심 요약: 시험 답안 확인 신청 기간은 11월 4일부터 6일까지이며, 확인 시간은 신청 후 담당자가 안내한다고 공지되어 있습니다. 현재는 11월 4일로 확인 신청이 가능합니다.  
2. 1차 처리 방향: 안내  
3. 확인할 사항: 없음  
4. 처리 계획: 우선적으로 확인 신청 가능 기간에 해당하므로, 학교 평가 문의 게시판을 통해 신청할 수 있음을 안내하고, 확인 시간이 지정되면 개별 안내를 제공할 예정입니다. 개인정보는 신청 시 제출되는 내용에 한해 처리하며, 보호자님의 신분을 확인한 후 진행하겠습니다.  
5. 회신 초안: 시험 답안 확인 신청은 11월 4일부터 6일까지 학교 평가 문의 게시판을 통해 가능하며, 확인 시간은 신청 후 담당자가 개별로 안내해 드리겠습니다. 현재는 신청 기간이 시작된 만큼, 신청서를 작성해 주시면 확인 절차를 진행해 드리겠습니다. 보호자님의 불편을 격려드리며, 추가 문의사항이 있으시면 언제든지 연락 주시기 바랍니다.","1. 핵심 요약: 민원인은 시험 답안 확인 신청 절차를 문의하며, 확인 자료에 따르면 신청은 11월 4일부터 6일까지 평가 문의 게시판으로 접수된다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 시험 답안 확인 신청 시 어떤 자료를 제출해야 하며, 담당자가 확인 시간을 안내하는 절차는 어떻게 되는지.  
4. 처리 계획: 우선 민원인의 문의 내용을 기반으로 확인 자료에 명시된 신청 절차를 안내하고, 담당자 연계를 통해 확인 시간 등 구체적인 사항을 확인한 후, 추가 안내를 제공할 예정이다. 개인정보는 해당 학생의 성명, 반, 번호 등으로 한정하여 처리할 예정이다.  
5. 회신 초안:  
시험 답안 확인 신청은 11월 4일부터 6일까지 학교의 평가 문의 게시판으로 접수됩니다. 확인 시간은 신청 후 담당자가 개별적으로 안내해 드리므로, 신청 시 필요한 자료를 제출하시면 확인 절차를 진행하겠습니다. 추가 문의사항이 있으시면 언제든지 연락 주시기 바랍니다."
SCB-P007,Public chat SFT,평가·기록,단순,안내,답안 확인 일정,추가확인,추가확인,0,0,0,280,381,101,2,0.02857142857142857,0,0.0,0,0.34782608695652173,0.24242424242424243,-0.1054018445322793,하는지 | 어떻게,"1. 시험 답안 확인 시간이 짧아 보호자가 확인 신청 방법을 문의했다. 확인 신청은 11월 4일부터 6일까지 평가 문의 게시판으로 가능하며, 개별 확인 시간은 담당자가 안내한다.
2. 추가확인
3. 확인할 사항: 없음
4. 처리 계획: 담당자 연계 후 확인 시간을 안내할 예정이다.
5. 시험 답안 확인 시간이 짧아 보호자가 확인 신청 방법을 문의했다. 확인 신청은 11월 4일부터 6일까지 평가 문의 게시판으로 가능하며, 개별 확인 시간은 담당자가 안내한다. 담당자 연계 후 확인 시간을 안내하겠다.","1. 시험 답안 확인 시간이 짧아 보호자가 확인 신청 방법을 문의했다. 확인 신청은 11월 4일부터 6일까지 학교 평가 문의 게시판으로 접수하며, 개별 확인 시간은 담당자가 안내한다.
2. 추가확인
3. 확인할 사항: 담당자가 개별 확인 시간을 언제 안내하는지, 확인 신청 시 어떤 서류를 제출해야 하는지, 확인 결과는 어떻게 통보되는지.
4. 처리 계획: 학교 평가 문의 게시판에 확인 신청을 안내하고, 담당자가 개별 확인 시간을 안내할 예정이다. 확인 결과는 학교에서 학생에게 통보할 예정이다.
5. 시험 답안 확인 시간이 짧아 보호자가 확인 신청 방법을 문의했다. 확인 신청은 11월 4일부터 6일까지 학교 평가 문의 게시판으로 접수하며, 개별 확인 시간은 담당자가 안내한다."
SCB-P008,Base,평가·기록,복합,안내,결석계 제출과 출결 확인 시점,안내,안내,1,1,0,295,433,138,1,0.013888888888888888,0,0.0,0,0.0,0.13235294117647056,0.13235294117647056,학생의,"1. 핵심 요약: 결석계가 접수되었으나 출결 화면에 반영되지 않아 불편함을 호소하며, 처리 일정을 문의함. 확인 자료에 따르면 접수 완료 상태이며, 심사가 진행 중임.  
2. 1차 처리 방향: 안내  
3. 확인할 사항: 없음  
4. 처리 계획: 우선 접수 완료 상태를 안내하고, 수업일에 처리 상태를 확인할 수 있도록 안내하며, 개인정보는 보호하여 처리함.  
5. 회신 초안: 결석계 접수가 완료되었으며, 출결 인정 심사가 진행 중입니다. 접수 다음 수업일에 처리 상태를 확인해 주시기 바랍니다. 불편을 드려 죄송합니다.","1. 핵심 요약: 결석계는 오늘 정상 접수되었으며, 출결 인정 심사가 진행 중이라 출결 화면이 변경되지 않은 것으로 확인됨. 처리 상태는 접수 다음 수업일에 확인 가능하다.  
2. 1차 처리 방향: 안내  
3. 확인할 사항: 없음  
4. 처리 계획: 우선 조치로는 현재 진행 중인 심사를 기다리고, 접수 다음 수업일에 처리 상태를 확인할 예정입니다. 개인정보는 해당 학생의 출결 관련 정보에 한해 처리되며, 보호자님의 개인정보는 해당 사항과 무관하므로 처리되지 않습니다.  
5. 회신 초안:  
보호자님, 안녕하세요.  
결석계는 오늘 정상 접수되었으며, 현재 출결 인정 심사가 진행 중이라 출결 화면이 변경되지 않은 것으로 확인되었습니다. 처리 상태는 접수 다음 수업일에 확인 가능합니다.  
추가 문의사항이 있으시면 언제든지 연락 주시기 바랍니다.  
감사합니다."
SCB-P008,Public chat SFT,평가·기록,복합,안내,결석계 제출과 출결 확인 시점,추가확인,담당자연계,0,0,1,323,1597,1274,0,0.0,0,0.0,0,0.1384615384615384,0.9312169312169312,0.7927553927553928,,"1. 결석계를 제출했으나 출결 화면이 변경되지 않아 답답함을 호소했다. 해당 결석계는 오늘 접수되었고 보완 요청이 없으며, 출결 인정 심사는 진행 중이다.
2. 추가확인
3. 결석계 접수 일자, 출결 인정 심사 완료 일자, 출결 화면 변경 일자
4. 우선 접수한 결석계는 보완 요청이 없으므로 처리 상태를 확인할 수 있다. 출결 인정 심사는 접수 다음 수업일에 완료될 예정이며, 그 후 출결 화면이 변경될 것이다.
5. 민원인은 결석계를 제출했으나 출결 화면이 변경되지 않아 불편함을 호소했다. 해당 결석계는 오늘 접수되었고 보완 요청이 없으며, 출결 인정 심사는 진행 중이다.","1. 결석계를 제출했으나 출결 화면이 변하지 않았다. 해당 결석계는 오늘 접수되었고 보완 요청이 없다. 
2. 담당자연계
3. 확인할 사항: 결석계 접수 후 출결 화면이 변하지 않은 이유, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수 후 출결 화면이 변하지 않은 사실이 사실인지, 결석계 접수"
SCB-P009,Base,평가·기록,단순,추가확인,점수 입력 오류 의심,추가확인,추가확인,1,1,0,493,554,61,11,0.1134020618556701,0,0.0,0,0.02409638554216864,0.053763440860215006,0.029667055318046365,구체적인 | 민원인의 | 정보를 | 바탕으로 | 따라 | 안전하게 | 확인해,"1. 핵심 요약: 학생이 제출한 수행평가 점수와 화면에 표시된 점수가 다름을 지적하며, 해당 점수를 수정해 줄 것을 요청함. 현재는 확정된 입력 오류가 확인되지 않았음.  
2. 1차 처리 방향: 추가확인. 학생의 점수 확인 및 오류 여부를 파악하기 위해 본인 확인 및 점수 기준일 확인이 필요함.  
3. 확인할 사항: 본인 확인 절차 진행 여부, 해당 평가의 기준일 및 점수 입력 기준에 대한 자세한 내용.  
4. 처리 계획: 본인 확인 후, 해당 평가의 기준일과 점수 입력 기준을 확인하여 오류 여부를 판단하고, 필요한 경우 담당 교사와 협의하여 수정 여부를 결정함. 개인정보는 본인 확인 후에만 접근 가능하며, 처리 과정에서 보호함.  
5. 회신 초안: ""민원인님, 제출하신 수행평가 점수와 화면에 표시된 점수가 다름을 확인하였습니다. 본인 확인 및 해당 평가의 기준일을 확인한 후, 정확한 점수 여부를 판단하여 안내드리겠습니다. 확인 과정에서 불편을 드려 죄송합니다.""","1. 핵심 요약: 민원인은 수행평가 점수와 화면 점수가 다르다고 주장하며, 확인 자료에 따르면 현재 확정된 입력 오류는 없고 본인 확인도 진행 중이지 않음.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 수행평가 점수와 화면 점수가 다른 구체적인 내용(예: 과목, 평가 항목, 기준일 등)과 본인 확인 절차 진행 여부  
4. 처리 계획: 우선 민원인의 제공한 정보를 바탕으로 수행평가 점수와 화면 점수의 차이를 확인하고, 본인 확인 절차 진행 여부를 확인한 후, 관련 담당자와 연계하여 조치 예정. 개인정보는 처리 목적에 따라 안전하게 관리할 예정.  
5. 회신 초안:  
민원인님, 안녕하세요. 제공해주신 정보를 바탕으로 수행평가 점수와 화면 점수가 다른 것으로 보입니다. 현재 확정된 입력 오류는 없으며, 본인 확인 절차도 진행 중이지 않은 것으로 확인되었습니다. 이에 따라 해당 점수 차이에 대한 구체적인 내용(과목, 평가 항목, 기준일 등)과 본인 확인 절차 진행 여부를 확인해 주시면, 관련 담당자와 연계하여 조치하겠습니다. 민원인님의 요청에 신속히 대응하겠습니다."
SCB-P009,Public chat SFT,평가·기록,단순,추가확인,점수 입력 오류 의심,추가확인,추가확인,1,1,0,216,289,73,9,0.15789473684210525,5,0.09090909090909091,7,0.15384615384615385,0.2264150943396226,0.07256894049346874,학업성적관리위원회의 | 심의를 | 학생의 | 성취 | 수준 | 관찰한 | 사실을 | 바탕으로 | 결과를,"1. 학생이 말한 수행평가 점수와 화면에 표시된 점수가 다르다는 민원이다. 현재 확정된 입력 오류는 없다.
2. 추가확인
3. 본인 확인, 확정된 입력 오류 여부
4. 본인 확인 후 확정된 입력 오류 여부를 확인하고, 오류가 있으면 교사에게 확인하고 수정할 것이다.
5. 민원인의 요구에 대해 본인 확인 후 확정된 입력 오류 여부를 확인하고, 오류가 있으면 교사에게 확인하고 수정하겠다.","1. 민원인은 수행평가 점수와 화면 점수가 다르다고 주장했으나, 현재 확정된 입력 오류는 없다. 본인 확인은 진행되지 않았다.
2. 추가확인
3. 본인 확인, 수행평가 점수와 화면 점수의 차이 사유
4. 본인 확인 후, 수행평가 점수와 화면 점수의 차이 사유를 확인하고, 학교 학업성적관리위원회의 심의를 통해 학생의 성취 수준 및 평가 중 관찰한 사실을 바탕으로 평가 결과를 작성할 것이다.
5. 민원인은 수행평가 점수와 화면 점수가 다르다고 주장했으나, 현재 확정된 입력 오류는 없다. 본인 확인은 진행되지 않았다."
SCB-P010,Base,평가·기록,복합,추가확인,보충평가와 출결의 혼동,추가확인,추가확인,1,1,0,485,408,-77,9,0.11538461538461539,0,0.0,0,0.0674157303370787,0.013513513513513487,-0.05390221682356522,참가로 | 인한 | 안녕하세요 | 민원 | 확인해 | 다만 | 등에,"1. 핵심 요약: 대회 참석 후 결석으로 표시되고 시험 0점이 되었다고 주장하며, 이에 대한 취소를 요청합니다. 그러나 대회 승인 여부, 결석 일자, 평가 종류 등 확인 자료가 부족합니다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 대회 참석 여부, 대회 승인 여부, 결석 일자, 빠진 평가 종류, 0점 입력 여부  
4. 처리 계획: 우선 대회 참석 및 결석 일자, 평가 종류, 0점 입력 여부를 확인한 후, 관련 담당 부서와 연계하여 처리 계획을 수립하고, 개인정보는 관련 규정에 따라 보호하겠습니다.  
5. 회신 초안:  
민원인님, 대회 참석 후 결석으로 표시되고 시험 점수에 대한 우려를 전해 주셔서 감사합니다. 현재 확인 가능한 자료가 부족하여, 대회 참석 여부, 결석 일자, 평가 종류, 0점 입력 여부 등을 확인한 후, 관련 담당 부서와 협의하여 처리할 계획입니다. 확인 과정에서 추가 문의가 필요하시면 언제든지 연락 주시기 바랍니다.","1. 핵심 요약: 대회 참가로 인한 결석 및 0점 처리를 취소해 달라고 요청하나, 대회 승인 여부와 결석 일자 등 확인되지 않았다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 대회 참가 승인 여부, 결석 일자, 빠진 평가 종류, 0점 입력 여부  
4. 처리 계획: 확인 사항을 학교 관리자와 협의해 추가 조사 후 결과를 안내할 예정. 개인정보는 관련 규정에 따라 보호하여 처리할 예정.  
5. 회신 초안: 안녕하세요. 민원 내용을 확인해 주셔서 감사합니다. 대회 참가로 인한 결석 및 0점 처리에 대한 취소 요청이 있으신 것으로 확인되었습니다. 다만, 대회 승인 여부, 결석 일자, 평가 종류 등에 대한 확인이 필요합니다. 관련 사항을 확인한 후, 최종 처리 여부를 안내드리겠습니다. 양해해 주셔서 감사합니다."
SCB-P010,Public chat SFT,평가·기록,복합,추가확인,보충평가와 출결의 혼동,추가확인,추가확인,1,1,0,414,489,75,32,0.3076923076923077,10,0.09803921568627451,5,0.202247191011236,0.32999999999999996,0.12775280898876396,학생이 | 참가로 | 인한 | 사항에 | 학교생활기록부 | 학교폭력예방 | 대책에 | 관한 | 폭력 | 전담기구의 | 사실 | 확인을,"1. 민원인은 대회 참석 후 결석으로 표시되고 시험 0점 처리에 대해 불만을 제기했으나, 접수 기록에는 대회 승인 여부, 결석 일자, 빠진 평가 종류, 공지 내용, 0점 입력 여부에 대한 정보가 없음이 확인되었다.
2. 추가확인
3. 대회 승인 여부, 결석 일자, 빠진 평가 종류, 공지 내용, 0점 입력 여부
4. 우선 대회 승인 여부와 결석 일자를 확인하고, 평가 종류와 공지 내용을 확인한 후 0점 입력 여부를 확인할 것이다. 확인한 내용에 따라 학교 담당자와 협의하여 처리할 계획이다. 개인정보는 민원인의 이름과 대회 이름만 확인할 예정이다.
5. 민원인의 요청에 대해 접수 기록에 대회 승인 여부, 결석 일자, 빠진 평가 종류, 공지 내용, 0점 입력 여부에 대한 정보가 없음이 확인되었다. 학교 담당자와 협의하여 처리할 예정이다.","1. 학생이 대회 참가로 인한 결석과 시험 0점 처리에 대해 민원인이 불만을 제기했다. 학교는 해당 사항에 대한 구체적인 정보를 확인하지 못했다.
2. 추가확인
3. 대회 승인 여부, 결석 일자, 빠진 평가 종류, 공지 내용, 0점 입력 여부
4. 학교는 학교생활기록부 기재요령에 따라 대회 참가로 인한 결석 처리 기준을 확인하고, 학생의 학교생활기록부에 적절한 처리를 할 것이다. 학교는 학교폭력예방 및 대책에 관한 법률에 따라 학생의 결석 사유를 폭력 전담기구의 사실 확인을 거쳐 학교장이 인정하는 경우 출석인정 결석으로 처리할 수 있는지 확인할 것이다.
5. 학교는 학교생활기록부 기재요령에 따라 대회 참가로 인한 결석 처리 기준을 확인하고, 학생의 학교생활기록부에 적절한 처리를 할 것이다. 학교는 학교폭력예방 및 대책에 관한 법률에 따라 학생의 결석 사유를 폭력 전담기구의 사실 확인을 거쳐 학교장이 인정하는 경우 출석인정 결석으로 처리할 수 있는지 확인할 것이다."
SCB-P011,Base,평가·기록,단순,담당자연계,확인된 성적 오기 정정,추가확인,추가확인,0,0,0,468,451,-17,3,0.04054054054054054,0,0.0,0,0.0,0.014285714285714235,0.014285714285714235,학교생활기록부의 | 진로 | 사항을,"1. 핵심 요약: 성적표에 18점이 입력되었으나 8점으로 기록된 오류가 확인되었으며, 담당자가 전사 오류로 판단했습니다. 그러나 정정을 위해 평가 담당자와 승인자의 공식 절차가 필요합니다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 오류가 발생한 구체적인 과목 및 학생 정보(학년, 반, 이름)를 확인해야 합니다.  
4. 처리 계획: 우선 오류 발생 과목 및 학생 정보를 확인한 후, 평가 담당자와 승인자의 절차에 따라 정정을 진행할 예정입니다. 개인정보는 엄격히 보호하여 관련자만 접근 가능합니다.  
5. 회신 초안:  
민원인님, 확인된 성적표 오류에 대해 조치를 취하겠습니다. 현재 정정을 위해 평가 담당자와 승인자의 절차가 필요하다고 확인되었으므로, 구체적인 과목 및 학생 정보를 확인한 후 정정을 진행할 예정입니다. 이 절차에 따라 처리될 예정이오니, 추가 문의사항이 있으시면 언제든지 연락 주시기 바랍니다.","1. 핵심 요약: 성적표 오류는 담당자 확인 후 전사 오류로 판단되었으나, 정정에는 평가 담당자와 승인권자의 공식 절차가 필요하다.  
2. 1차 처리 방향: 추가확인  
3. 확인할 사항: 해당 성적표 오류가 학교생활기록부의 진로 관련 사항인지, 해당 자료가 상급학교에 제공되었는지 여부.  
4. 처리 계획: 우선 해당 성적표 오류 여부를 재확인하고, 평가 담당자와 승인권자와 협의하여 공식 절차에 따라 정정 여부를 결정한 후, 민원인에게 결과를 안내할 예정이다. 개인정보는 관련 규정에 따라 관리할 예정이다.  
5. 회신 초안:  
민원인님, 확인해 주신 성적표 오류에 대해 담당자 확인 결과 전사 오류로 판단되었으나, 정정을 위해 평가 담당자와 승인권자의 공식 절차가 필요합니다. 이에 따라 관련 사항을 재확인하고, 정정 여부를 결정한 후 안내드리겠습니다. 민원인님의 이해와 기다림을 부탁드립니다."
